Show_ID,Type,Title,Director,Actor1,Actor2,Actor3,Actor4,Actor5,Country1,Country2,Country3,Date_Added,Release_Year,Rating,Duration,Gener1,Gener2,Gener3,Description,Year
s4943,TV Show,Wakfu,Unknown,Fanny Bloc,Jules De Jongh,Patrick Béthune,Hugo Chandor,Thierry Mercier,France,Unknown,Unknown,06-04-2018,2017,TV-PG,3 Seasons,Kids' TV,Unknown,Unknown,"Yugo, a 12-year-old Eliatrope with special powers, sets out on a mission to find his true family and uncover the mysteries of Wakfu.",2018
s4944,Movie,Day of the Dead: Bloodline,Hèctor Hernández Vicens,Johnathon Schaech,Sophie Skelton,Marcus Vanco,Jeff Gum,Lillian Blankenship,Bulgaria,Unknown,Unknown,05-04-2018,2018,R,91 min,Horror Movies,Independent Movies,Unknown,"A former medical student battles for survival against an evil human-zombie hybrid determined to destroy her, in this reimagining of the 1985 classic.",2018
s4945,Movie,Fary Is the New Black,Kader Aoun,Fary,Unknown,Unknown,Unknown,Unknown,France,Unknown,Unknown,03-04-2018,2018,TV-MA,75 min,Stand-Up Comedy,Unknown,Unknown,"Armed with sly wit, a fresh outlook and plenty of style, French comedy star Fary veers from dating to stereotypes and beyond in this exclusive special.",2018
s4946,Movie,Ittefaq,Abhay Chopra,Sidharth Malhotra,Sonakshi Sinha,Akshaye Khanna,Unknown,Unknown,India,Unknown,Unknown,03-04-2018,2017,TV-MA,105 min,Dramas,International Movies,Thrillers,"A homemaker and a writer are prime suspects – and the only witnesses – in a double murder, and it’s up to one detective to uncover the elusive truth.",2018
s4947,TV Show,Star Trek: The Next Generation,Unknown,Patrick Stewart,Jonathan Frakes,LeVar Burton,Michael Dorn,Marina Sirtis,United States,Unknown,Unknown,02-04-2018,1993,TV-PG,7 Seasons,TV Action & Adventure,TV Sci-Fi & Fantasy,Unknown,"Decades after the adventures of the original Enterprise crew, Capt. Jean-Luc Picard leads a new Enterprise on missions to explore unknown worlds.",2018
s4948,Movie,A Sort of Family,Diego Lerman,Bárbara Lennie,Daniel Aráoz,Claudio Tolcachir,Paula Cohen,Yanina �vila,Argentina,Brazil,France,01-04-2018,2017,TV-14,96 min,Dramas,International Movies,Thrillers,An Argentine doctor faces legal and ethical challenges when she travels to the countryside to pick up the infant she has been waiting to adopt.,2018
s4949,Movie,Billu,Priyadarshan,Irrfan Khan,Shah Rukh Khan,Lara Dutta,Rajpal Yadav,Om Puri,India,Unknown,Unknown,01-04-2018,2009,TV-PG,132 min,Dramas,International Movies,Unknown,"An Indian village is abuzz with news that a major movie star is coming to town – even more so because the town barber went to school with him. But as the day of the actor's visit approaches, the humble barber begins to worry he won't be recognized.",2018
s4950,TV Show,Fallet,Unknown,Lisa Henni,Adam Godley,Tomas von Brömssen,Lia Boysen,Christoffer Nordenrot,Sweden,Unknown,Unknown,01-04-2018,2017,TV-MA,1 Season,Crime TV Shows,International TV Shows,TV Comedies,A Swedish detective and her timid British colleague's attempt to solve a gruesome murder case nets mixed results and miscommunication.,2018
s4951,Movie,John Mulaney: New in Town,Ryan Polito,John Mulaney,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,01-04-2018,2012,TV-MA,60 min,Stand-Up Comedy,Unknown,Unknown,"Stand-up comedian John Mulaney tackles such red-hot topics as quicksand, Motown singers and an elderly man he once met in a bathroom.",2018
s4952,TV Show,Loaded,Unknown,Jim Howick,Samuel Anderson,Jonny Sweet,Nick Helm,Mary McCormack,United Kingdom,Unknown,Unknown,01-04-2018,2017,TV-MA,1 Season,British TV Shows,International TV Shows,TV Comedies,Four friends become overnight millionaires after selling their video game start-up. But their newfound status tests their friendship and resolve.,2018
s4953,Movie,Main Hoon Na,Farah Khan,Shah Rukh Khan,Sunil Shetty,Sushmita Sen,Zayed Khan,Amrita Rao,India,Unknown,Unknown,01-04-2018,2004,TV-14,171 min,Action & Adventure,Comedies,Dramas,Major Ram Prasad Sharma yearns to see project Mission Milaap come to fruition and usher in an era of peace between two warring countries. But the evil Raghavan will do anything to stop the peace process.,2018
s4954,Movie,Metro,Ananda Krishnan,Yogi Babu,Bobby Simha,Shirish,Unknown,Unknown,India,Unknown,Unknown,01-04-2018,2016,TV-14,116 min,Dramas,International Movies,Thrillers,"Disgusted by the gold-chain snatchers in his home city of Chennai, a man vows to combat the criminal menace by taking the law into his own hands.",2018
s4955,Movie,Om Shanti Om,Farah Khan,Shah Rukh Khan,Deepika Padukone,Shreyas Talpade,Arjun Rampal,Kirron Kher,India,Unknown,Unknown,01-04-2018,2007,TV-14,169 min,Comedies,Dramas,International Movies,"Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze.",2018
s4956,Movie,Paheli,Amol Palekar,Shah Rukh Khan,Rani Mukerji,Anupam Kher,Dilip Prabhavalkar,Amitabh Bachchan,India,Unknown,Unknown,01-04-2018,2005,TV-PG,134 min,Dramas,International Movies,Romantic Movies,Traditional Indian folklore comes alive in this charming film based on a story by Statwart Vijaydan Detha.,2018
s4957,Movie,Phir Bhi Dil Hai Hindustani,Aziz Mirza,Shah Rukh Khan,Juhi Chawla,Paresh Rawal,Satish Shah,Dilip Tahil,India,Unknown,Unknown,01-04-2018,2000,TV-14,159 min,Comedies,Dramas,International Movies,"In this Bollywood entertainment, two journalists, Ajay and Ria, work for rival TV stations and compete heavily to mask their feelings for each other.",2018
s4958,TV Show,Doctor Foster,Unknown,Suranne Jones,Bertie Carvel,Clare-Hope Ashitey,Cheryl Campbell,Jodie Comer,United Kingdom,Unknown,Unknown,31-03-2018,2017,TV-MA,2 Seasons,British TV Shows,International TV Shows,Romantic TV Shows,"When she suspects her husband is cheating on her, Dr. Gemma Foster starts an investigation that leads her down a dark path of obsession.",2018
s4959,Movie,Revolt,Joe Miale,Lee Pace,Bérénice Marlohe,Jason Flemyng,Sibulele Gcilitshana,Wandile Molebatsi,United Kingdom,Unknown,Unknown,31-03-2018,2017,R,87 min,Action & Adventure,Sci-Fi & Fantasy,Unknown,"Following a devastating alien invasion, an American soldier and a French foreign aid worker attempt to find refuge in the Kenyan countryside.",2018
s4960,Movie,First Match,Olivia Newman,Elvire Emanuelle,Yahya Abdul-Mateen II,Colman Domingo,Jharrel Jerome,Kim Ramirez,United States,Unknown,Unknown,30-03-2018,2018,TV-MA,103 min,Dramas,Independent Movies,Sports Movies,A tenacious high school girl raised in foster homes in the inner city tries to reconnect with her ex-con father by joining a boys wrestling team.,2018
s4961,Movie,Happy Anniversary,Jared Stern,Noël Wells,Ben Schwartz,Joe Pantoliano,Annie Potts,Rahul Kohli,United States,Unknown,Unknown,30-03-2018,2018,TV-MA,78 min,Comedies,Romantic Movies,Unknown,A quirky couple spends their three-year dating anniversary looking back at their relationship and contemplating whether they should break up.,2018
s4962,TV Show,Rapture,Unknown,Logic,Nas,Dave West,T.I.,G-Eazy,United States,Unknown,Unknown,30-03-2018,2018,TV-MA,1 Season,Docuseries,Unknown,Unknown,Groundbreaking artists share their life stories in this vibrant documentary series that captures hip-hop's impact on global culture.,2018
s4963,Movie,Sofía Niño de Rivera: Selección Natural,"Raúl Campos, Jan Suter",Sofía Niño de Rivera,Unknown,Unknown,Unknown,Unknown,Mexico,Unknown,Unknown,30-03-2018,2018,TV-MA,62 min,Stand-Up Comedy,Unknown,Unknown,"Mexico's Sofía Niño de Rivera brings her dark humor to the stage with jokes about marriage traps, sexually attractive leopards and funny funerals.",2018
s4964,Movie,The Titan,Lennart Ruff,Sam Worthington,Taylor Schilling,Agyness Deyn,Nathalie Emmanuel,Noah Jupe,United Kingdom,Spain,United States,30-03-2018,2018,TV-MA,97 min,Dramas,Sci-Fi & Fantasy,Thrillers,"On a bleak future Earth, a soldier endures a radical genetic transformation to save humanity. But his wife fears he's becoming more creature than man.",2018
s4965,TV Show,Trailer Park Boys,Unknown,Mike Smith,John Paul Tremblay,Robb Wells,John Dunsworth,Patrick Roach,Canada,Unknown,Unknown,30-03-2018,2018,TV-MA,12 Seasons,Classic & Cult TV,Crime TV Shows,International TV Shows,Follow the booze-fueled misadventures of three longtime pals and petty serial criminals who run scams from their Nova Scotia trailer park.,2018
s4966,Movie,Trailer Park Boys: Countdown to Liquor Day,Mike Clattenburg,Robb Wells,John Paul Tremblay,Mike Smith,John Dunsworth,Jonathan Torrens,Canada,Unknown,Unknown,30-03-2018,2009,R,102 min,Comedies,Cult Movies,Unknown,"After their latest jail stint, boozy pals Julian, Bubbles and Ricky plan to go legit but learn trailer park manager Jim aims to demolish their homes.",2018
s4967,Movie,Trailer Park Boys: The Movie,Mike Clattenburg,Robb Wells,John Paul Tremblay,Mike Smith,Lucy Decoutere,Lydia Lawson-Baird,Canada,Unknown,Unknown,30-03-2018,2006,R,95 min,Comedies,Cult Movies,Unknown,"In this feature-length adventure, Ricky, Julian and Bubbles – just out of jail – plan the lamest scheme yet: to get rich by stealing tons of change.",2018
s4968,TV Show,Trump: An American Dream,Unknown,Donald Trump,Unknown,Unknown,Unknown,Unknown,United Kingdom,Unknown,Unknown,30-03-2018,2018,TV-14,1 Season,Docuseries,Unknown,Unknown,"Friends, associates and critics reveal the truly American story of Donald Trump, the brash businessman who defied the odds to become U.S. president.",2018
s4969,TV Show,James Acaster: Repertoire,Dan Lucchesi,James Acaster,Unknown,Unknown,Unknown,Unknown,United Kingdom,Unknown,Unknown,27-03-2018,2018,TV-14,1 Season,British TV Shows,International TV Shows,Stand-Up Comedy & Talk Shows,"Offbeat comic James Acaster covers the strange, the mundane and everything in between in this collection of four wide-ranging stand-up specials.",2018
s4970,Movie,Birdshot,Mikhail Red,Mary Joy Apostol,Arnold Reyes,Ku Aquino,John Arcilla,Dido Dela Paz,Philippines,Qatar,Unknown,26-03-2018,2016,TV-MA,115 min,Dramas,International Movies,Thrillers,"A sheltered farm girl inadvertently shoots an endangered Philippine eagle, setting off a police investigation that exposes violence and corruption.",2018
s4971,Movie,"Game Over, Man!",Kyle Newacheck,Adam DeVine,Anders Holm,Blake Anderson,Utkarsh Ambudkar,Aya Cash,United States,Unknown,Unknown,23-03-2018,2018,TV-MA,102 min,Action & Adventure,Comedies,Unknown,Three buddies with big dreams go from underachieving slackers to badass warriors when their posh hotel is taken over by terrorists.,2018
s4972,Movie,Layla M.,Mijke de Jong,Nora El Koussour,Ilias Addab,Mohammed Azaay,Esma Abouzahra,Bilal Wahib,Netherlands,Belgium,Germany,23-03-2018,2016,TV-MA,99 min,Dramas,International Movies,Unknown,"In response to the repeated bigotry she faces, a Muslim teen in Amsterdam tries to find a sense of belonging in the world of fundamentalist Islam.",2018
s4973,Movie,Paradox,Daryl Hannah,Neil Young,Lukas Nelson,Micah Nelson,Corey McCormick,Anthony Logerfo,United States,Unknown,Unknown,23-03-2018,2018,TV-MA,74 min,Dramas,Independent Movies,Music & Musicals,Neil Young and his band of outlaws sow seeds of strange mischief and musical wonder under Western skies in this dreamlike film by Daryl Hannah.,2018
s4974,TV Show,Requiem,Unknown,Lydia Wilson,Joel Fry,Brendan Coyle,James Frecheville,Claire Rushbrook,United Kingdom,Unknown,Unknown,23-03-2018,2018,TV-MA,1 Season,British TV Shows,International TV Shows,TV Dramas,"In the wake of a sudden tragedy, a London cellist unearths secrets that link her mother to the disappearance of a young girl in a small Welsh town.",2018
s4975,Movie,Roxanne Roxanne,Michael Larnell,Chanté Adams,Mahershala Ali,Nia Long,Elvis Nolasco,Kevin Phillips,United States,Unknown,Unknown,23-03-2018,2018,TV-MA,100 min,Dramas,Music & Musicals,Unknown,"She grew up in a tough New York neighborhood in the '80s and made history with ""Roxanne's Revenge."" The story of teen battle rap champ Roxanne Shante.",2018
s4976,Movie,Secret Superstar,Advait Chandan,Zaira Wasim,Meher Vij,Raj Arjun,Aamir Khan,Tirth Sharma,India,Unknown,Unknown,23-03-2018,2017,TV-14,150 min,Dramas,International Movies,Music & Musicals,A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.,2018
s4977,TV Show,The Standups,Unknown,Nate Bargatze,Fortune Feimster,Deon Cole,Nikki Glaser,Beth Stelling,United States,Unknown,Unknown,20-03-2018,2018,TV-MA,2 Seasons,Stand-Up Comedy & Talk Shows,TV Comedies,Unknown,"Comedy's freshest voices take the stage in LA for six half-hour specials packed with sly jokes, hilarious anecdotes and awkward confessions.",2018
s4978,Movie,Benji,Brandon Camp,Gabriel Bateman,Darby Camp,Kiele Sanchez,Jerod Haynes,Gralen Bryant Banks,United Arab Emirates,United States,Unknown,16-03-2018,2018,TV-PG,87 min,Children & Family Movies,Dramas,Unknown,A determined dog comes to the rescue and helps heal a broken family when a young boy and his sister stumble into some serious danger.,2018
s4979,TV Show,Edha,Unknown,Juana Viale,Andrés Velencoso,Delfina Chaves,Osmar Nuñez,Germán Palacios,Argentina,Unknown,Unknown,16-03-2018,2018,TV-MA,1 Season,International TV Shows,Spanish-Language TV Shows,TV Dramas,"Revenge, passion and dark secrets push a successful fashion designer and single mother to her limits when she meets a handsome and mysterious man.",2018
s4980,Movie,Take Your Pills,Alison Klayman,Unknown,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,16-03-2018,2018,TV-14,88 min,Documentaries,Unknown,Unknown,"In a hypercompetitive world, drugs like Adderall offer students, athletes, coders and others a way to do more – faster and better. But at what cost?",2018
s4981,TV Show,Wild Wild Country,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,16-03-2018,2018,TV-MA,1 Season,Crime TV Shows,Docuseries,Unknown,"When a controversial cult leader builds a utopian city in the Oregon desert, conflict with the locals escalates into a national scandal.",2018
s4982,Movie,Yoo Byung Jae: Too Much Information,Yoo Byung-jae,Yoo Byung-jae,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,16-03-2018,2018,TV-MA,63 min,Stand-Up Comedy,Unknown,Unknown,"""Saturday Night Live Korea"" writer-turned-comedian Yoo Byung-jae lays bare his childhood memories and philosophy on sex in his first stand-up venture.",2018
s4983,Movie,In This Corner of the World,Sunao Katabuchi,Non,Yoshimasa Hosoya,Natsuki Inaba,Minori Omi,Daisuke Ono,Japan,Unknown,Unknown,15-03-2018,2016,PG-13,129 min,Anime Features,Children & Family Movies,International Movies,"Suzu marries into a family living outside of Hiroshima and quickly settles into her new life, until World War II challenges her ability to survive.",2018
s4984,Movie,Jag älskar dig: En skilsmässokomedi,Johan Brisinger,Björn Kjellman,Christine Meltzer,Rodolfo Corsato,Martina Haag,Sven-Bertil Taube,Sweden,Unknown,Unknown,15-03-2018,2016,TV-MA,91 min,Comedies,Dramas,International Movies,"Tired of her passionless marriage, Marianne wants a separation from her husband, Gustav, who, in response, decides to make a big change of his own.",2018
s4985,TV Show,Secret of the Nile,Unknown,Amr Youssef,Dina El-Sherbiny,Anoushka,Amina Khalil,Nada Mousa,Egypt,Unknown,Unknown,15-03-2018,2016,TV-14,1 Season,International TV Shows,Romantic TV Shows,TV Dramas,"When his sister disappears while working at the Grand Hotel, a man joins the staff to get answers. Inside its posh walls, he finds love and intrigue.",2018
s4986,TV Show,Tabula Rasa,Unknown,Veerle Baetens,Stijn Van Opstal,Jeroen Perceval,Hilde Van Mieghem,Gene Bervoets,Belgium,Unknown,Unknown,15-03-2018,2017,TV-MA,1 Season,International TV Shows,TV Dramas,TV Mysteries,"When a young woman with amnesia becomes a key figure in a missing persons case, she must reconstruct her memories to clear her name.",2018
s4987,Movie,The Art of Loving,Maria Sadowska,Magdalena Boczarska,Eryk Lubos,Justyna Wasilewska,Piotr Adamczyk,Arkadiusz Jakubik,Poland,Unknown,Unknown,15-03-2018,2017,TV-MA,115 min,Dramas,International Movies,Unknown,"During Communist rule, a Polish gynecologist and sexologist defies taboo and fights to publish her groundbreaking book on love and sex.",2018
s4988,Movie,Steel Rain,Yang Woo-seok,Woo-sung Jung,Do-won Kwak,Kap-soo Kim,Woo-jin Jo,Eui-sung Kim,South Korea,Unknown,Unknown,14-03-2018,2018,TV-MA,140 min,Action & Adventure,Dramas,International Movies,"Amid a coup, a North Korean agent escapes south with the country's injured leader in an attempt to keep him alive and prevent a Korean war.",2018
s4989,TV Show,Children of the Whales,Unknown,Natsuki Hanae,Manaka Iwami,Yuuichirou Umehara,Nobunaga Shimazaki,Mikako Komatsu,Japan,Unknown,Unknown,13-03-2018,2017,TV-14,1 Season,Anime Series,International TV Shows,Unknown,"As a magic wielder, young archivist Chakuro knows his time is short, but everything changes when a girl from the outside appears on his island.",2018
s4990,Movie,Ricky Gervais: Humanity,John L. Spencer,Ricky Gervais,Unknown,Unknown,Unknown,Unknown,United Kingdom,Unknown,Unknown,13-03-2018,2018,TV-MA,79 min,Stand-Up Comedy,Unknown,Unknown,"In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally.",2018
s4991,Movie,Stretch Armstrong: The Breakout,Victor Cook,Scott Menville,Steven Yeun,Ogie Banks,Nazneen Contractor,Kate Mulgrew,United States,Unknown,Unknown,13-03-2018,2018,TV-Y7,104 min,Children & Family Movies,Unknown,Unknown,"Villains are rampaging through Charter City and the Flex Fighters – Jake, Ricardo and Nathan – need your help to halt the chaos.",2018
s4992,TV Show,A.I.C.O.,Kazuya Murata,Haruka Shiraishi,Yusuke Kobayashi,Makoto Furukawa,Taishi Murata,Kaori Nazuka,Japan,Unknown,Unknown,09-03-2018,2018,TV-14,1 Season,Anime Series,International TV Shows,Unknown,Everything Aiko knew was a lie. Now she's joining a team of Divers to reach the place where the Burst began to stop it for good and save her family.,2018
s4993,TV Show,Collateral,Unknown,Carey Mulligan,John Simm,Nicola Walker,Billie Piper,Nathaniel Martello-White,United Kingdom,United States,Unknown,09-03-2018,2018,TV-MA,1 Season,British TV Shows,Crime TV Shows,International TV Shows,"Investigating the murder of a pizza delivery man, a London detective uncovers a tangled conspiracy involving drug dealers, smugglers and spies.",2018
s4994,Movie,The Outsider,Martin Zandvliet,Jared Leto,Tadanobu Asano,Kippei Shiina,Shioli Kutsuna,Emile Hirsch,United States,Unknown,Unknown,09-03-2018,2018,TV-MA,121 min,Dramas,Thrillers,Unknown,"An American soldier imprisoned in postwar Japan enters the dark world of the yakuza, adopting their way of life in repayment for his freedom.",2018
s4995,TV Show,Bad Guys: Vile City,Unknown,Joong-hoon Park,Jin-mo Joo,Yang Ik-june,Moo-Yul Kim,Ji Soo,South Korea,Unknown,Unknown,08-03-2018,2018,TV-MA,1 Season,Crime TV Shows,International TV Shows,Korean TV Shows,"Ordered to take down a villainous business leader who controls the city, a prosecutor gathers a team of men who may not be so clean themselves.",2018
s4996,Movie,Ladies First,Uraaz Bahl,Unknown,Unknown,Unknown,Unknown,Unknown,India,Unknown,Unknown,08-03-2018,2018,TV-G,40 min,Documentaries,International Movies,Sports Movies,"Born amid poverty and limited women's rights in the village of Ratu, India, Deepika Kumari rose to become the No.1 female archer in the world at 18.",2018
s4997,Movie,Bullet Head,"Paul Solet, Rick Benattar",Adrien Brody,John Malkovich,Rory Culkin,Antonio Banderas,Ori Pfeffer,Bulgaria,United States,Unknown,07-03-2018,2017,R,94 min,International Movies,Thrillers,Unknown,"After a daring heist, three fugitives lock themselves in a warehouse hoping to evade the police, but find a worse threat as they fight to stay alive.",2018
s4998,TV Show,Borderliner,Unknown,Tobias Santelmann,Ellen Dorrit Petersen,Benjamin Helstad,Frode Winther,Bjørn Skagestad,Norway,Germany,Sweden,06-03-2018,2017,TV-MA,1 Season,Crime TV Shows,International TV Shows,TV Dramas,"To protect his family, a police detective covers up a murder case. But when his partner suspects foul play, he is trapped in a dangerous game on duty.",2018
s4999,Movie,Gad Elmaleh: American Dream,Michael Simon,Gad Elmaleh,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,06-03-2018,2018,TV-14,58 min,Stand-Up Comedy,Unknown,Unknown,"In his first English-language special, comedian Gad Elmaleh gleefully digs into America's food obsessions, dating culture, slang and more.",2018
s5000,Movie,Expedition China,Ben Wallis,Maggie Q,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,04-03-2018,2017,TV-G,78 min,Children & Family Movies,Documentaries,Unknown,"Cinematographers visit the remote forests and mountains of China in hopes of capturing footage of pandas, monkeys, red-crowned cranes and more.",2018
s5001,TV Show,Flint Town,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,02-03-2018,2018,TV-MA,1 Season,Docuseries,Science & Nature TV,Unknown,"Over a two-year period, filmmakers embedded with cops in Flint, Michigan, reveal a department grappling with volatile issues in untenable conditions.",2018
s5002,Movie,Malena Pichot: Estupidez compleja,"Raúl Campos, Jan Suter",Malena Pichot,Unknown,Unknown,Unknown,Unknown,Argentina,Unknown,Unknown,02-03-2018,2018,TV-MA,51 min,Stand-Up Comedy,Unknown,Unknown,"An Argentine comedian espouses the values of feminism, speaking on topics like sex, language, abortion and why it's OK to let a man buy you dinner.",2018
s5003,Movie,Natalia Valdebenito: El especial,"Raúl Campos, Jan Suter",Natalia Valdebenito,Unknown,Unknown,Unknown,Unknown,Chile,Unknown,Unknown,02-03-2018,2018,TV-MA,69 min,Stand-Up Comedy,Unknown,Unknown,"A Chilean comedian fuses activism with irreverence for a stand-up set filled with jokes about misogyny, reproductive rights and respecting women.",2018
s5004,Movie,Ravenous,Robin Aubert,Marc-André Grondin,Monia Chokri,Charlotte St-Martin,Brigitte Poupart,Marie-Ginette Guay,Canada,Unknown,Unknown,02-03-2018,2017,TV-MA,104 min,Horror Movies,International Movies,Unknown,"As a zombie plague ravages their rural Quebec town, a scrappy band of survivors join forces to flee the infected hordes in this quiet thriller.",2018
s5005,TV Show,21 Thunder,Unknown,Stephanie Bennett,Emmanuel Kabongo,RJ Fetherstonhaugh,Andres Joseph,Kevin Claydon,Canada,Unknown,Unknown,01-03-2018,2017,TV-MA,1 Season,Crime TV Shows,International TV Shows,TV Dramas,"Players and coaches for a Montreal soccer team chase dreams of stardom while their personal lives erupt with love, fear, passion and violence.",2018
s5006,Movie,Adel Karam: Live from Beirut,Unknown,Adel Karam,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,01-03-2018,2018,TV-MA,59 min,Stand-Up Comedy,Unknown,Unknown,"From Casino du Liban, Lebanese actor and comedian Adel Karam delivers earthy punchlines on kissing norms, colonoscopies and a porn star named Rocco.",2018
s5007,Movie,Battle Drone,Mitch Gould,Louis Mandylor,Daniel Southworth,Richard Alan Reid,Oleg Taktarov,Natassia Malthe,United States,Unknown,Unknown,01-03-2018,2018,TV-MA,94 min,Action & Adventure,Independent Movies,Sci-Fi & Fantasy,"A team of mercenaries working with the CIA accepts an off-the-books mission in Chernobyl, where deadly human-controlled droids prepare an ambush.",2018
s5008,Movie,Dil Se,Mani Ratnam,Shah Rukh Khan,Manisha Koirala,Preity Zinta,Raghuvir Yadav,Zohra Sehgal,India,Unknown,Unknown,01-03-2018,1998,TV-14,166 min,Dramas,International Movies,Romantic Movies,A radio broadcaster's intense attraction to a mysterious woman opens the door to a tidal wave of powerful emotions and desires.,2018
s5009,Movie,Guru,Mani Ratnam,Abhishek Bachchan,Mithun Chakraborty,Aishwarya Rai Bachchan,Madhavan,Vidya Balan,India,Unknown,Unknown,01-03-2018,2007,TV-PG,155 min,Dramas,International Movies,Unknown,Ambitious Gurukant Desai ignores his father's advice and leaves his village to find success in Turkey.,2018
s5010,Movie,Judwaa 2,David Dhawan,Varun Dhawan,Jacqueline Fernandez,Tapsee Pannu,Rajpal Yadav,Sachin Khedekar,India,Unknown,Unknown,01-03-2018,2017,TV-14,145 min,Action & Adventure,Comedies,International Movies,"Separated at birth, twins Raja and Prem couldn't be more different. But when fate puts them both in London, they start being mistaken for each other.",2018
s5011,Movie,Love Beats Rhymes,RZA,Azealia Banks,Lucien Laviscount,Jill Scott,Common,Lorraine Toussaint,United States,Unknown,Unknown,01-03-2018,2016,R,106 min,Dramas,Music & Musicals,Romantic Movies,"After enrolling in a college poetry course, a struggling rapper finds inspiration for her new voice through slam poetry.",2018
s5012,Movie,Schubert In Love,Lars Büchel,Olaf Schubert,Mario Adorf,Marie Leuenberger,Jochen Barkas,Bert Stephan,Germany,Unknown,Unknown,01-03-2018,2016,TV-14,94 min,Comedies,International Movies,Unknown,"The last of his family line, Olaf Schubert doesn't have time for a girlfriend but dutifully searches for one when his father demands offspring.",2018
s5013,Movie,Shubh Aarambh,Amit Barot,Harsh Chhaya,Prachi Shah,Bharat Chawda,Deeksha Joshi,Aarjav Trivedi,India,Unknown,Unknown,01-03-2018,2017,TV-PG,127 min,Dramas,International Movies,Romantic Movies,"As her own wedding looms on the horizon, a marriage counselor strives to save her future in-laws' crumbling relationship.",2018
s5014,Movie,Something Huge,Carlo Padial,Berto Romero,Carolina Bang,Javier Botet,Carlos Areces,Miguel Noguera,Spain,Unknown,Unknown,01-03-2018,2017,TV-MA,87 min,Comedies,Independent Movies,International Movies,"A director and a comedian want to shoot the ""comedy of the future"" and make cinema history, but soon run out of resources and run into mission creep.",2018
s5015,Movie,Swades,Ashutosh Gowariker,Shah Rukh Khan,Gayatri Joshi,Kishori Balal,Smith Seth,Lekh Tandon,India,Unknown,Unknown,01-03-2018,2004,TV-PG,185 min,Dramas,International Movies,Unknown,An Americanized NASA scientist returns to his native India on a business trip and searches for the nanny who helped raise him.,2018
s5016,Movie,Swearnet Live,"Mike Smith, John Paul Tremblay, Robb Wells",Mike Smith,John Paul Tremblay,Robb Wells,John Dunsworth,Pat Roach,Canada,Unknown,Unknown,01-03-2018,2014,TV-MA,75 min,Comedies,International Movies,Unknown,"""Trailer Park Boys"" John Paul Tremblay, Robb Wells and Mike Smith host this foulmouthed live kick-off of their Web-based Swearnet network.",2018
s5017,Movie,Trailer Park Boys Live at the North Pole,"Mike Smith, John Paul Tremblay, Robb Wells",Mike Smith,John Paul Tremblay,Robb Wells,John Dunsworth,Pat Roach,Canada,Unknown,Unknown,01-03-2018,2014,TV-MA,89 min,Movies,Unknown,Unknown,Bubbles's plan to spread the true meaning of Christmas is dashed by Julian's wish to cash in on the holiday and Ricky's quest to meet the real Santa.,2018
s5018,Movie,Trailer Park Boys Live In F**kin' Dublin,"Mike Smith, John Paul Tremblay, Robb Wells",Mike Smith,John Paul Tremblay,Robb Wells,Pat Roach,Unknown,Canada,Unknown,Unknown,01-03-2018,2014,TV-MA,81 min,Movies,Unknown,Unknown,The boys head to Ireland after winning a contest to see Rush but are arrested by immigration and must perform a community service puppet show.,2018
s5019,Movie,Trailer Park Boys: Say Goodnight to the Bad Guys,Mike Clattenburg,John Paul Tremblay,Robb Wells,John Dunsworth,Patrick Roach,Lucy Decoutere,Canada,Unknown,Unknown,01-03-2018,2008,TV-MA,47 min,Comedies,Cult Movies,Unknown,"A year after the Season 7 finale, the boys are poised to live the good life. But an old enemy throws a wrench in things once again.",2018
s5020,Movie,Trailer Park Boys: Xmas Special,Mike Clattenburg,John Paul Tremblay,Robb Wells,John Dunsworth,Patrick Roach,Lucy Decoutere,Canada,Unknown,Unknown,01-03-2018,2004,TV-MA,46 min,Movies,Unknown,Unknown,"See what Sunnyvale Trailer Park was like back in the day, featuring Randy as a prostitute, J-Roc before he rapped and Barb and Lahey still together.",2018
s5021,Movie,Tu Hai Mera Sunday,Milind Dhaimade,Barun Sobti,Shahana Goswami,Vishal Malhotra,Avinash Tiwary,Rasika Dugal,India,Unknown,Unknown,01-03-2018,2016,TV-14,125 min,Comedies,Independent Movies,International Movies,"When their Sunday soccer game on the beach is canceled, five friends set out to find another place to play in the noisy, crowded city of Mumbai.",2018
